RID,AlignID,tmean,FoundIn,Name.1,MatchFactor.1,DB.Id.1,CAS.1,Formula.1,Name.2,MatchFactor.2,DB.Id.2,CAS.2,Formula.2,Name.3,MatchFactor.3,DB.Id.3,CAS.3,Formula.3,Name.4,MatchFactor.4,DB.Id.4,CAS.4,Formula.4,Name.5,MatchFactor.5,DB.Id.5,CAS.5,Formula.5,Name.6,MatchFactor.6,DB.Id.6,CAS.6,Formula.6,Name.7,MatchFactor.7,DB.Id.7,CAS.7,Formula.7,Name.8,MatchFactor.8,DB.Id.8,CAS.8,Formula.8,Name.9,MatchFactor.9,DB.Id.9,CAS.9,Formula.9,Name.10,MatchFactor.10,DB.Id.10,CAS.10,Formula.10,Name.11,MatchFactor.11,DB.Id.11,CAS.11,Formula.11,Name.12,MatchFactor.12,DB.Id.12,CAS.12,Formula.12,Name.13,MatchFactor.13,DB.Id.13,CAS.13,Formula.13,Name.14,MatchFactor.14,DB.Id.14,CAS.14,Formula.14,Name.15,MatchFactor.15,DB.Id.15,CAS.15,Formula.15,Name.16,MatchFactor.16,DB.Id.16,CAS.16,Formula.16,Name.17,MatchFactor.17,DB.Id.17,CAS.17,Formula.17,Name.18,MatchFactor.18,DB.Id.18,CAS.18,Formula.18,Name.19,MatchFactor.19,DB.Id.19,CAS.19,Formula.19,Name.20,MatchFactor.20,DB.Id.20,CAS.20,Formula.20
93,117,6.133,100,"1,4-Cyclohexanedione",98.18,345713,637-88-7,C6H8O2,"1,4-Cyclohexanedione",98.12,223079,637-88-7,C6H8O2,"1,4-Cyclohexanedione",98.1,305752,637-88-7,C6H8O2,"2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",98.09,319180,80-71-7,C6H8O2,3-Methylpyridazin-5-one,97.99,29108,,C5H8N2O,"2,5-Furandione, dihydro-3-methylene-",97.87,347151,2170-03-8,C5H4O3,"1H-Indole-2,3-dione, 1-[(3-methyl-1-piperidinyl)methyl]-, 3-[(2-fluorophenyl)hydrazone]",97.86,11765,,C21H23FN4O,"1H-Pyrazole, 4,5-dihydro-5-propyl-",97.81,306331,75011-90-4,C6H12N2,"Ethyl 2-[1,3-bis(4-amino-3-furazanyl)-2-triazeno]acetate",97.75,11780,297763-49-6,C8H11N9O4,Aminomaleimide,97.73,11664,37770-94-8,C4H4N2O2,3-Hexamethyleneiminopropionitrile,97.72,11698,,C9H16N2,6-Azacytosine,97.68,11679,931-85-1,C3H4N4O,"2-Pyrrolidinecarboxylic acid, 1,2-dimethyl-5-oxo-, methyl ester",97.61,11795,56145-23-4,C8H13NO3,2-(4-Fluorophenoxy)-2-methylpropanoic acid,97.61,12166,587-11-1,C10H11FO3,"2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",97.56,11892,80-71-7,C6H8O2,5-Methylenehydantoin,97.55,11641,7673-65-6,C4H4N2O2,6-Azacytosine,97.54,319141,931-85-1,C3H4N4O,1-Undecylpiperidin-4-one,97.53,11684,,C16H31NO,Uracil,97.53,11885,66-22-8,C4H4N2O2,"1,2,4,5-Tetrazine-3,6-diamine",97.53,29112,19617-90-4,C2H4N6
94,118,6.1766,100,"2-Propanol, 1-(cyclohexylamino)-",95.43,11614,103-00-4,C9H19NO,"Ethyl 2-[1,3-bis(4-amino-3-furazanyl)-2-triazeno]acetate",94.92,11780,297763-49-6,C8H11N9O4,"1,4-Cyclohexanedione",94.85,345713,637-88-7,C6H8O2,"1,4-Cyclohexanedione",94.8,223079,637-88-7,C6H8O2,"2-Cyclopenten-1-one, 2-hydroxy-3-methyl-",94.72,319180,80-71-7,C6H8O2,2-Cyclohexylamino-1-phenylethanol,94.68,55853,6589-48-6,C14H21NO,"1,4-Cyclohexanedione",94.67,305752,637-88-7,C6H8O2,N-Phenoxycarbonylpiperidine,94.6,11881,16641-71-7,C12H15NO2,"2H-Benzo[f]oxireno[2,3-E]benzofuran-8(9H)-one, 9-[(hexahydro-1H-azepin-1-yl)methyl]octahydro-2,5a-dimethyl-",94.59,11785,,C21H33NO3,1-(2-methoxyphenyl)-2-(piperidin-1-yl)propan-1-one,94.55,12144,,C15H21NO2,3-Methylpyridazin-5-one,94.54,29108,,C5H8N2O,"Propanamide, N-(2,6-dimethylphenyl)-3-(1-piperidinyl)-",94.51,11658,4933-38-4,C16H24N2O,1-(4-Chloro-2-methyl-phenoxy)-3-(2-methyl-piperidin-1-yl)-propan-2-ol,94.5,11763,,C16H24ClNO2,Aminomaleimide,94.48,11664,37770-94-8,C4H4N2O2,1-Phenethyl-4-piperidone,94.48,11711,39742-60-4,C13H17NO,"1H-Indole-2,3-dione, 1-[(3-methyl-1-piperidinyl)methyl]-, 3-[(2-fluorophenyl)hydrazone]",94.47,11765,,C21H23FN4O,1-(3-methoxyphenyl)-2-(piperidin-1-yl)propan-1-one,94.46,12145,,C15H21NO2,6-Azacytosine,94.43,11679,931-85-1,C3H4N4O,"2,5-Furandione, dihydro-3-methylene-",94.43,347151,2170-03-8,C5H4O3,"1H-Pyrazole, 4,5-dihydro-5-propyl-",94.41,306331,75011-90-4,C6H12N2
96,120,6.238,100,O-Ethyl S-2-dimethylaminoethyl methylphosphonothiolate,96.65,347481,20820-80-8,C7H18NO2PS,O-Methyl S-2-dimethylaminoethyl ethylphosphonothioate,96.46,230934,468712-18-7,C7H18NO2PS,"2-Methyl-1,5-hexadiene-3-ol",96.34,243339,17123-60-3,C7H12O,O-Ethyl S-2-dimethylaminoethyl methylphosphonothiolate,96.27,230857,20820-80-8,C7H18NO2PS,"1,6-Heptadien-4-ol",95.9,243613,2883-45-6,C7H12O,Methyl S-2-dimethylaminoethyl propylphosphonothiolate,95.83,230909,,C8H20NO2PS,O-Methyl S-2-dimethylaminoethyl ethylphosphonothioate,95.77,347484,468712-18-7,C7H18NO2PS,"1,6-Heptadien-4-ol, 4-propyl-",95.75,243605,52939-61-4,C10H18O,Bicyclo[2.2.2]oct-5-en-2-yldimethylamine,95.58,244140,33162-94-6,C10H17N,Propyl S-2-dimethylaminoethyl methylphosphonothiolate,95.42,230912,56217-62-0,C8H20NO2PS,4-Methoxycyclohexanecarboxylic acid (isomer 2),95.42,244259,,C8H14O3,"1,7-Octadiene, 3-methoxy-",95.4,243328,20202-62-4,C9H16O,"3-Methyl-hepta-1,6-dien-3-ol",95.33,243682,34780-69-3,C8H14O,trans-2-Methyl-4-hexen-3-ol,95.19,243618,96346-76-8,C7H14O,"Butanoic acid, tridec-2-ynyl ester",95.15,243958,,C17H30O2,"4-Hexen-3-ol, 2-methyl-",95.01,243616,4798-60-1,C7H14O,"Pentane, 1-bromo-",94.99,328967,110-53-2,C5H11Br,"1,6-Heptadien-4-ol",94.97,319078,2883-45-6,C7H12O,"Benzoic acid, 4-[[(tetrahydro-2-furanyl)carbonyl]amino]-, tricyclo[3.3.1.1(3,7)]dec-1-ylmethyl ester",94.95,244005,,C23H29NO4,"4,8-Dioxatricyclo[5.1.0.0(3,5)]octane, 1-methyl-5-(1-methylethyl)-, (1.alpha.,3.beta.,5.beta.,7.alpha.)-",94.95,302227,42569-59-5,C10H16O2
95,121,6.2369,100,"2-Methyl-1,5-heptadien-4-ol",91.03,243346,926-98-7,C8H14O,N1-(m-Tolyl)-N2-(tetrahydrofurfuryl)oxamide,90.44,243644,332065-24-4,C14H18N2O3,O-Methyl S-2-dimethylaminoethyl ethylphosphonothioate,89.15,230934,468712-18-7,C7H18NO2PS,"1,6-Heptadien-4-ol, 4-propyl-",89.14,243605,52939-61-4,C10H18O,O-Ethyl S-2-dimethylaminoethyl methylphosphonothiolate,89.03,347481,20820-80-8,C7H18NO2PS,"N-[2,2,2-Trichloro-1-(2,4-dinitrophenoxy)ethyl]isobutyramide",88.83,302253,303774-96-1,C12H12Cl3N3O6,"2,5-Dimethyl-1,5-hexadien-3-ol",88.81,243592,17123-63-6,C8H14O,"Butyric acid, m-fluorophenyl ester",88.66,101,29052-04-8,C10H11FO2,"2-Methyl-1,5-hexadiene-3-ol",88.56,243339,17123-60-3,C7H12O,O-Ethyl S-2-dimethylaminoethyl methylphosphonothiolate,88.44,230857,20820-80-8,C7H18NO2PS,"Benzoic acid, 4-[[(tetrahydro-2-furanyl)carbonyl]amino]-, tricyclo[3.3.1.1(3,7)]dec-1-ylmethyl ester",88.38,244005,,C23H29NO4,"3,4-dimethyl-5-phenyloxazolidine",88.15,244149,,C11H15NO,"Threitol, 2-O-octyl-",88.04,211023,163776-14-5,C12H26O4,"Butanoic acid, tridec-2-ynyl ester",88.03,243958,,C17H30O2,"1,6-Heptadien-4-ol",87.99,243613,2883-45-6,C7H12O,Bicyclo[2.2.2]oct-5-en-2-yldimethylamine,87.94,244140,33162-94-6,C10H17N,3-Methyl-2-(4-methylphenyl)morpholine,87.85,243511,,C12H17NO,O-Methyl S-2-dimethylaminoethyl ethylphosphonothioate,87.83,347484,468712-18-7,C7H18NO2PS,"1-Decene, 4-methyl-",87.82,198013,13151-29-6,C11H22,Phenmetrazine,87.78,243513,134-49-6,C11H15NO
97,122,6.262,100,"2-Butanone, 3-methyl-1-phenyl-",91.05,304458,2893-05-2,C11H14O,"2-Pentanone, 1-phenyl-",91.05,306911,6683-92-7,C11H14O,"Phenylacetic acid, 2-dimethylaminoethyl ester",90.51,347492,36882-00-5,C12H17NO2,"2-Chloropropionic acid, 2,2-dimethylpropyl ester",90.26,196908,,C8H15ClO2,"2-Butanone, 3-methyl-1-phenyl-",90.06,330062,2893-05-2,C11H14O,"2-Pentanone, 1-phenyl-",89.95,306910,6683-92-7,C11H14O,"Phenylacetic acid, 2-dimethylaminoethyl ester",89.78,230940,36882-00-5,C12H17NO2,2-Dimethylaminoethyl benzyldithiocarbamate,89.28,230941,21055-08-3,C12H18N2S2,"2-Pentanone, 1-phenyl-",88.92,243902,6683-92-7,C11H14O,N-Benzylidene-2-[N-aziridyl]ethylamine,88.1,176018,4025-38-1,C11H14N2,"2,4-Hexanedione, 3,5-dimethyl-1-phenyl-",87.99,243897,,C14H18O2,"2-Butanone, 3-methyl-1-phenyl-",87.84,330061,2893-05-2,C11H14O,"3-Phenylpropionic acid, 2-dimethylaminoethyl ester",87.44,230938,,C13H19NO2,"Threitol, 2-O-octyl-",87.44,211023,163776-14-5,C12H26O4,"Benzenepropanol, .alpha.-1-propenyl-",87.36,244717,80227-73-2,C12H16O,"Oxalamide, N-(4-phenylbutyl)-N'-(tetrahydrofuran-2-ylmethyl)-",86.82,244716,,C17H24N2O3,"Propanoic acid, 2-chloro-, 1-methylbutyl ester",86.41,304456,88736-64-5,C8H15ClO2,"2-Methyl-1,5-heptadien-4-ol",85.31,243346,926-98-7,C8H14O,"3-Methylbenzoic acid, 2-dimethylaminoethyl ester",85.17,230939,,C12H17NO2,4-Chloro-1-butanol,84.97,313399,928-51-8,C4H9ClO
98,124,6.2849,99,Benzeneacetaldehyde,98.64,312681,122-78-1,C8H8O,Benzeneacetaldehyde,98.46,312680,122-78-1,C8H8O,(1-Pentyl-allyloxymethoxy-methyl)-benzene,98.4,277662,,C16H24O2,"Methyl 3-O-benzyl-alpha-d-glucofuranoside 5,6-carbonate",98.36,277566,16895-87-7,C15H18O7,Carbic anhydride,98.34,348846,129-64-6,C9H8O3,Benzeneacetaldehyde,98.31,312700,122-78-1,C8H8O,"Benzyl 2,3-anhydro-.beta.-d-ribopyranoside",98.29,277473,,C12H14O4,Isovaleraldehyde dibenzyl acetal,98.22,277489,,C19H24O2,Propanal dibenzyl acetal,98.2,277490,,C17H20O2,"L-(-)-Fucose, tetrakis(trifluoroacetate), benzyloxime (isomer 2)",98.19,277560,,C21H15F12NO9,1-Phenyl-2-butanone,98.19,219869,1007-32-5,C10H12O,"Tetracyclo[3.2.0.0(2,7).0(4,6)]heptane",98.17,277552,278-06-8,C7H8,"Spiro[3.3]hepta-1,5-diene",98.13,277497,22635-78-5,C7H8,"4,7-Methanoisobenzofuran-1,3-dione, 3a,4,7,7a-tetrahydro-",98.1,348848,826-62-0,C9H8O3,Methyl 4-benzyloxybenzoate,98.1,276365,32122-11-5,C15H14O3,Benzyl lactate,98.09,275860,,C10H12O3,"L-Phenylalanine, N-[(1,1-dimethylethoxy)carbonyl]-",98.08,312482,13734-34-4,C14H19NO4,"2-Benzyloxy-4-bromobutane-1,3-diol",98.05,277479,,C11H15BrO3,"Benzene, [(octyloxy)methyl]-",98.03,277654,54852-64-1,C15H24O,4-Benzyloxy-3-hydroxy-2-methyl-1-butene,98.02,277447,,C12H16O2
102,125,6.4526,99,Benzeneacetaldehyde,98.58,312681,122-78-1,C8H8O,Benzeneacetaldehyde,98.41,312680,122-78-1,C8H8O,"Tetracyclo[3.2.0.0(2,7).0(4,6)]heptane",98.39,277552,278-06-8,C7H8,"Spiro[3.3]hepta-1,5-diene",98.37,277497,22635-78-5,C7H8,4-Benzyloxy-3-hydroxy-2-methyl-1-butene,98.32,277447,,C12H16O2,"Benzyl 2,3-anhydro-.beta.-d-ribopyranoside",98.27,277473,,C12H14O4,1-Phenyl-2-butanone,98.23,219869,1007-32-5,C10H12O,"Methyl 3-O-benzyl-alpha-d-glucofuranoside 5,6-carbonate",98.22,277566,16895-87-7,C15H18O7,Benzeneacetaldehyde,98.21,312700,122-78-1,C8H8O,Propanal benzyl isopentyl acetal,98.15,275693,,C15H24O2,"Bicyclo[3.2.0]hepta-2,6-diene",98.14,277428,2422-86-8,C7H8,Carbic anhydride,98.11,348846,129-64-6,C9H8O3,Propanal dibenzyl acetal,98.08,277490,,C17H20O2,"2-Propenoic acid, 3-[(phenylmethyl)sulfonyl]-, methyl ester, (Z)-",98.07,276415,77611-65-5,C11H12O4S,Methyl 2-O-benzyl-d-arabinofuranoside,98.05,277461,,C13H18O5,Methyl 4-benzyloxybenzoate,98.04,276365,32122-11-5,C15H14O3,(1-Pentyl-allyloxymethoxy-methyl)-benzene,98.02,277662,,C16H24O2,"2,4,6-Cycloheptatrien-1-one, 4-methyl-",98,277422,,C8H8O,"4,7-Methanoisobenzofuran-1,3-dione, 3a,4,7,7a-tetrahydro-",97.99,348848,826-62-0,C9H8O3,Isovaleraldehyde dibenzyl acetal,97.95,277489,,C19H24O2
105,126,6.4721,100,Methyl 4-benzyloxybenzoate,98.72,276365,32122-11-5,C15H14O3,3-Benzylsulfanyl-3-fluoro-2-trifluoromethyl-acrylic acid methyl ester,98.64,276327,,C12H10F4O2S,4-(Benzyloxy)-N-butylbenzamide,98.62,277512,84403-54-3,C18H21NO2,"1,6-Heptadiyne",98.61,312378,2396-63-6,C7H8,3-Benzylsulfanyl-3-fluoro-2-trifluoromethyl-acrylonitrile,98.6,276146,,C11H7F4NS,"12-Benzyl-4,9,15-trioxa-3,5,8,10,12,14,16-heptaazatetracyclo[11.3.0.0(2,6).0(7,11)]hexadeca-1(16),2,5,7,10,13-hexaen-3-one",98.6,275376,1394125-25-7,C13H7N7O4,"Benzamide, 3-benzyloxy-N-(6-fluorobenzothiazol-2-yl)-",98.6,276337,,C21H15FN2O2S,Benzamphetamine,98.59,313171,101-47-3,C17H21N,"Ethanone, 1-[4-(phenylmethoxy)phenyl]-",98.59,276408,54696-05-8,C15H14O2,Hexanal benzyl pentyl acetal,98.57,275718,,C18H30O2,1-Bromo-2-benzyloxybenzene,98.57,277539,31575-75-4,C13H11BrO,"Benzenepropionic acid, 4-benzyloxy-",98.57,276478,50463-48-4,C16H16O3,"Benzaldehyde, 4-(phenylmethoxy)-",98.57,312500,4397-53-9,C14H12O2,5-Benzyloxy-2-nitrotoluene,98.56,276367,22424-58-4,C14H13NO3,"Benzaldehyde, 3-benzyloxy-2-fluoro-4-methoxy-",98.56,276309,,C15H13FO3,"5-(Benzylsulfonyl)dihydro-1,3,5-dioxazine",98.55,277514,81763-18-0,C10H13NO4S,"2,5-Dibenzyloxynitrobenzene",98.55,276450,51792-85-9,C20H17NO4,"L-Alanine, .alpha.-N-methyl-N-benzyl-, methyl ester",98.55,280326,,C12H17NO2,"(1,3,3,3-Tetrafluoro-2-trifluoromethyl-propenylsulfanylmethyl)-benzene",98.54,276217,75667-95-7,C11H7F7S,"4H-1,2,4-triazol-3-ol, 5-[(phenylmethyl)thio]-",98.54,276347,,C9H9N3OS
108,127,6.5666,100,Propanal benzyl isopentyl acetal,98.47,275693,,C15H24O2,Hexanal benzyl pentyl acetal,97.81,275718,,C18H30O2,3-Benzylsulfanyl-3-fluoro-2-trifluoromethyl-acrylic acid methyl ester,97.7,276327,,C12H10F4O2S,"Benzyl (1,2,3-thiadiazol-4-y)carbamate",97.7,277491,,C10H9N3O2S,"3-Benzyl-5-ethyl-1,3,5-thiadiazinane-2-thione",97.68,280352,23515-00-6,C12H16N2S2,"Benzaldehyde, 3-benzyloxy-2-fluoro-4-methoxy-",97.67,276309,,C15H13FO3,"12-Benzyl-4,9,15-trioxa-3,5,8,10,12,14,16-heptaazatetracyclo[11.3.0.0(2,6).0(7,11)]hexadeca-1(16),2,5,7,10,13-hexaen-3-one",97.63,275376,1394125-25-7,C13H7N7O4,Methyl 4-benzyloxybenzoate,97.63,276365,32122-11-5,C15H14O3,"Benzeneethanamine, 3,4-benzyloxy-2,5-difluoro-.beta.-hydroxy-N-methyl-",97.62,95541,152434-85-0,C23H23F2NO3,1-Bromo-2-benzyloxybenzene,97.61,277539,31575-75-4,C13H11BrO,3-Benzylsulfanyl-3-fluoro-2-trifluoromethyl-acrylonitrile,97.6,276146,,C11H7F4NS,4-(Benzyloxy)-N-butylbenzamide,97.6,277512,84403-54-3,C18H21NO2,"1,6-Heptadiyne",97.6,312378,2396-63-6,C7H8,Benzyl 3-formyl-1-pyrrolidinecarboxylate,97.59,277531,276872-86-7,C13H15NO3,"Benzeneacetic acid, phenylmethyl ester",97.58,312513,102-16-9,C15H14O2,"Ethanone, 1-[4-(phenylmethoxy)phenyl]-",97.58,276408,54696-05-8,C15H14O2,Benzamphetamine,97.58,313171,101-47-3,C17H21N,"2,4-Difluorobenzene, 1-benzyloxy-",97.58,276263,152434-86-1,C13H10F2O,"2,5-Dibenzyloxynitrobenzene",97.57,276450,51792-85-9,C20H17NO4,"L-Alanine, .alpha.-N-methyl-N-benzyl-, methyl ester",97.57,280326,,C12H17NO2
101,128,6.4396,99,"Benzeneacetic acid, 2-octyl ester",94.79,276011,92883-25-5,C16H24O2,"Benzeneacetic acid, 2-pentyl ester",94.53,275696,39180-01-3,C13H18O2,"1,1-Difluoro-2,2-dimethyl-cyclopropane",93.91,275442,335-03-5,C5H8F2,"Benzyl mercaptan, S-(2-methylpropionyl)-",93.43,15848,61915-58-0,C11H14OS,Acetaldehyde benzyl isoamyl acetal,93.09,275691,,C14H22O2,"Phenylacetic acid, 2-dimethylaminoethyl ester",92.57,230940,36882-00-5,C12H17NO2,"Benzeneacetic acid, 4-tridecyl ester",92.39,275993,,C21H34O2,"Benzeneacetic acid, 3-tridecyl ester",92.33,275992,,C21H34O2,Acetaldehyde benzyl pentyl acetal,91.89,276873,,C14H22O2,"Benzeneacetic acid, 2-tridecyl ester",91.77,220878,,C21H34O2,"Benzeneacetic acid, 3-tetradecyl ester",91.44,275994,,C22H36O2,"Butanoic acid, 3-hydroxy-4-(benzyloxy)-, ethyl ester",91.4,276878,,C13H18O4,"Phenylacetic acid, 2,2-dimethylpropyl ester",91.33,275695,70812-80-5,C13H18O2,Esprocarb,91.17,276886,85785-20-2,C15H23NOS,"Benzeneacetic acid, octyl ester",91.09,276001,122-45-2,C16H24O2,"1-Benzyl-4-(4-piperidinylcarbonyl)piperazine, N-methyl-",91,276880,1790775-90-4,C18H27N3O,"Benzeneacetic acid, 3-pentadecyl ester",90.93,275996,,C23H38O2,"Benzeneacetic acid, octyl ester",90.92,312472,122-45-2,C16H24O2,"2-Butanone, 3-methyl-1-phenyl-",90.91,330061,2893-05-2,C11H14O,Propanal benzyl isopentyl acetal,90.52,275693,,C15H24O2
110,129,6.6386,99,"Benzeneacetic acid, 3-tridecyl ester",95.44,275992,,C21H34O2,"Benzeneacetic acid, 4-tridecyl ester",94.78,275993,,C21H34O2,"Benzeneacetic acid, 3-pentadecyl ester",94,275996,,C23H38O2,"Benzeneacetic acid, 3-tetradecyl ester",93.93,275994,,C22H36O2,"Benzeneacetic acid, 2-tridecyl ester",93.68,220878,,C21H34O2,"Benzeneacetic acid, 4-pentadecyl ester",93.52,275997,,C23H38O2,"1,1-Difluoro-2,2-dimethyl-cyclopropane",92.76,275442,335-03-5,C5H8F2,"Benzeneacetic acid, 2-tetradecyl ester",92.73,220879,,C22H36O2,"Benzeneacetic acid, 4-tetradecyl ester",92.49,275995,,C22H36O2,"Benzene, (3,3-dimethyldecyl)-",92.46,276002,55134-09-3,C18H30,"Benzeneacetic acid, 2-pentyl ester",92.27,275696,39180-01-3,C13H18O2,"Benzeneacetic acid, 6-ethyl-3-octyl ester",92.02,275998,,C18H28O2,Acetaldehyde benzyl isoamyl acetal,91.57,275691,,C14H22O2,Acetaldehyde benzyl pentyl acetal,91.48,276873,,C14H22O2,"Benzenepropanal, 2-oxo-",91.26,275983,56485-04-2,C9H8O2,"2-Aminopent-4-enoic acid, N-(2-benzyloxyetoxycarbonyl)-, nonyl ester",91.22,275663,,C24H37NO5,Propanal benzyl isopentyl acetal,90.99,275693,,C15H24O2,"Butanoic acid, 3-hydroxy-4-(benzyloxy)-, ethyl ester",90.96,276878,,C13H18O4,"Benzeneacetic acid, octyl ester",90.67,276001,122-45-2,C16H24O2,"2-Aminopent-4-enoic acid, N-(2-benzyloxyetoxycarbonyl)-, decyl ester",90.32,275999,,C25H39NO5
100,130,6.4013,99,"3-Chloropropionic acid, 2-tetrahydrofurylmethyl ester",97.28,243866,4647-34-1,C8H13ClO3,"3-Methyl-hepta-1,6-dien-3-ol",96.97,243682,34780-69-3,C8H14O,"Ethanol, 2-(2-propenyloxy)-",96.78,308922,111-45-5,C5H10O2,"2-Hydroperoxytetrahydrofuran, TMS derivative",96.78,243842,,C7H16O3Si,"2,3'-Bifuran, octahydro-",96.73,243647,73373-15-6,C8H14O2,"Dichloroacetic acid, 2-tetrahydrofurylmethyl ester",96.72,243624,4697-00-1,C7H10Cl2O3,"Ethanol, 2-(2-propenyloxy)-",96.72,308925,111-45-5,C5H10O2,"Diethylmalonic acid, monochloride, tetrahydrofurfuryl ester",96.71,243860,,C12H19ClO4,"Ethanol, 2-(2-propenyloxy)-",96.71,233261,111-45-5,C5H10O2,"1,6-Heptadien-4-ol",96.71,243613,2883-45-6,C7H12O,"Butanoic acid, 2-hexenyl ester, (E)-",96.67,306713,53398-83-7,C10H18O2,"4-Butylbenzoic acid, 2-dimethylaminoethyl ester",96.66,230888,,C15H23NO2,3-Chloro-2-buten-1-ol,96.65,306707,40605-42-3,C4H7ClO,3-Methoxyhex-1-ene,96.64,244120,108811-41-2,C7H14O,"3-Hexanone, 2,5-dimethyl-4-nitro-",96.63,302254,59906-54-6,C8H15NO3,"Furazan-3-carboxamide, 4-amino-N-(2-tetrahydrofurfuryl)-",96.62,243607,309735-27-1,C8H12N4O3,"d-Ribo-tetrofuranose, 4-c-cyclopropyl-1,2-O-isopropylidene-, .alpha.-",96.62,233139,30571-50-7,C10H16O4,"Butyric acid, 4-pentadecyl ester",96.61,243543,,C19H38O2,"Formic acid, tetrahydrofurfuryl ester",96.6,243554,,C6H10O3,"4-Hexen-3-ol, 2-methyl-",96.59,243616,4798-60-1,C7H14O
103,131,6.4532,99,Benzeneacetaldehyde,97.94,312681,122-78-1,C8H8O,Benzeneacetaldehyde,97.77,312680,122-78-1,C8H8O,Benzeneacetaldehyde,97.61,312700,122-78-1,C8H8O,"Spiro[3.3]hepta-1,5-diene",97.54,277497,22635-78-5,C7H8,"Tetracyclo[3.2.0.0(2,7).0(4,6)]heptane",97.54,277552,278-06-8,C7H8,4-Benzyloxy-3-hydroxy-2-methyl-1-butene,97.52,277447,,C12H16O2,"2,4,6-Cycloheptatrien-1-one, 4-methyl-",97.5,277422,,C8H8O,"Methyl 3-O-benzyl-alpha-d-glucofuranoside 5,6-carbonate",97.43,277566,16895-87-7,C15H18O7,"Bicyclo[3.2.0]hepta-2,6-diene",97.38,277428,2422-86-8,C7H8,"Benzyl 2,3-anhydro-.beta.-d-ribopyranoside",97.35,277473,,C12H14O4,Carbic anhydride,97.32,348846,129-64-6,C9H8O3,Methyl 2-O-benzyl-d-arabinofuranoside,97.3,277461,,C13H18O5,1-Phenyl-2-butanone,97.28,219869,1007-32-5,C10H12O,Propanal benzyl isopentyl acetal,97.27,275693,,C15H24O2,"4,7-Methanoisobenzofuran-1,3-dione, 3a,4,7,7a-tetrahydro-",97.24,348848,826-62-0,C9H8O3,Propanal dibenzyl acetal,97.23,277490,,C17H20O2,"1,6-Heptadien-3-yne",97.21,312657,5150-80-1,C7H8,"1,6-Heptadien-3-yne",97.15,277427,5150-80-1,C7H8,(1-Pentyl-allyloxymethoxy-methyl)-benzene,97.14,277662,,C16H24O2,"L-Phenylalanine, N-[(1,1-dimethylethoxy)carbonyl]-",97.14,312482,13734-34-4,C14H19NO4
109,132,6.6122,100,"L-(-)-Fucose, tetrakis(trifluoroacetate), benzyloxime (isomer 2)",98.22,277560,,C21H15F12NO9,"Methyl 3-O-benzyl-alpha-d-glucofuranoside 5,6-carbonate",98.2,277566,16895-87-7,C15H18O7,Methyl 4-benzyloxybenzoate,98.19,276365,32122-11-5,C15H14O3,3-Benzylsulfanyl-3-fluoro-2-trifluoromethyl-acrylic acid methyl ester,98.19,276327,,C12H10F4O2S,(1-Pentyl-allyloxymethoxy-methyl)-benzene,98.15,277662,,C16H24O2,Benzyl lactate,98.15,275860,,C10H12O3,"Benzamide, 3-benzyloxy-N-(6-fluorobenzothiazol-2-yl)-",98.14,276337,,C21H15FN2O2S,"12-Benzyl-4,9,15-trioxa-3,5,8,10,12,14,16-heptaazatetracyclo[11.3.0.0(2,6).0(7,11)]hexadeca-1(16),2,5,7,10,13-hexaen-3-one",98.13,275376,1394125-25-7,C13H7N7O4,2'-Benzyloxyacetophenone,98.11,276463,31165-67-0,C15H14O2,"(1,3,3,3-Tetrafluoro-2-trifluoromethyl-propenylsulfanylmethyl)-benzene",98.11,276217,75667-95-7,C11H7F7S,5-Benzyloxy-2-nitrotoluene,98.11,276367,22424-58-4,C14H13NO3,1-Phenyl-2-butanone,98.09,219869,1007-32-5,C10H12O,3-Benzylsulfanyl-3-fluoro-2-trifluoromethyl-acrylonitrile,98.08,276146,,C11H7F4NS,2-O-Benzyl-d-arabinose,98.08,277474,,C12H16O5,Isovaleraldehyde dibenzyl acetal,98.08,277489,,C19H24O2,"Ethanone, 1-[4-(phenylmethoxy)phenyl]-",98.07,276408,54696-05-8,C15H14O2,1-Phenyl-2-butanone,98.06,346927,1007-32-5,C10H12O,"Benzenepropionic acid, 4-benzyloxy-",98.06,276478,50463-48-4,C16H16O3,"1,6-Heptadiyne",98.06,312378,2396-63-6,C7H8,1-Bromo-2-benzyloxybenzene,98.05,277539,31575-75-4,C13H11BrO
